"filename", "language", "JSON", "CSV", "Markdown", "Python", "PostCSS", "JavaScript JSX", "JavaScript", "HTML", "XML", "C++", "Properties", "reStructuredText", "Makefile", "CMake", "C", "Shell Script", "pip requirements", "MS SQL", "comment", "blank", "total"
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(동해)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(동해)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북강릉)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북강릉)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북강릉)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북강릉)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북춘천)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북춘천)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북춘천)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(북춘천)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(속초)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(속초)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(속초)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(속초)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(영월)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(영월)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(영월)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(영월)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(원주)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(원주)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(원주)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(원주)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(인제)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(인제)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(인제)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(인제)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(정선군)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(정선군)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(정선군)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(정선군)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(철원)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(철원)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(철원)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(철원)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(춘천)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(춘천)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(춘천)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(춘천)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(태백)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(태백)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(태백)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(태백)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(홍천)_월별강수량_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 95
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(홍천)_월별기온_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(홍천)_월별풍속_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도(홍천)_월일조일사_(2020-2025).csv", "CSV", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\data\raw\weather\강원도_기온_강수량_자료(2021-2023).csv", "CSV", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\figures\강원도_재생에너지_기후요인_최종.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 496
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\RE100_국가별_비교_한국포함.csv", "CSV", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\RE100_국가별_비교_확장.csv", "CSV", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\energy.ipynb", "JSON", 1634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1635
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\k_re100_companies_all.csv", "CSV", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\강원도_신재생에너지_2023년.csv", "CSV", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\results\tables\재생에너지_상관관계_인사이트.md", "Markdown", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 162
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\sample.ipynb", "JSON", 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 302
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\scripts\crawling\energy_analysis.ipynb", "JSON", 2376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2377
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\scripts\crawling\energy_crawl.ipynb", "JSON", 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 353
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\scripts\crawling\web_crawl.ipynb", "JSON", 736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 737
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\01_DataAnalysis\scripts\preprocessing\re100_graph.ipynb", "JSON", 891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 892
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\README.md", "Markdown", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 122
"c:\Users\dkreh\Desktop\KDT_RE_5th\3_Data_Analysis_Project\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 496
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\01_html.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 119
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\01_img_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\01_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\01_table2_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\01_table_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\01_HTML\02_semantic.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 41
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\01_css.css", "PostCSS", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\01_css.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 33
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector.css", "PostCSS", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 70
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 34
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector2.css", "PostCSS", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 69
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector2.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector3.css", "PostCSS", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\02_selector3.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\03_unit.css", "PostCSS", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 48
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\03_unit.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\04_position.css", "PostCSS", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\04_position.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\05_display.css", "PostCSS", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 18
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\05_display.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\06_grid.css", "PostCSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 29
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\06_grid.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\07_transform.css", "PostCSS", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 61
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\07_transform.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\08_animation.css", "PostCSS", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 47
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\08_animation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector.css", "PostCSS", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector2.css", "PostCSS", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector2.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector4.css", "PostCSS", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector4.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector5.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector6.css", "PostCSS", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 24
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_selector6.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\CSS_practice_style.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\Unit_practice.css", "PostCSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\Unit_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\animation_practice.css", "PostCSS", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 60
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\animation_practice.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\css_practice_selector3.css", "PostCSS", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\dkreh\Desktop\KDT_RE_5th\4_Web\02_CSS\practice\css_practice_selector3.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
